archivo,material,rugosidad,rugosidad_rms,asimetria,curtosis,espesor_promedio,altura_maxima,altura_minima,num_islas,densidad_islas,cobertura_fraccional,energia_difusion,tasa_eventos,energia_promedio,etapa,cobertura_10,cobertura_20,cobertura_30,cobertura_60
Fe_3d_altura_c006_s002_ed0.66_te50000._ep 2.0.dat,Fe,4.565357887395029,6.22758380112223,0.6429094927780554,-0.7923878648320613,4.2356,19.0,0.0,6,0.0024,54.76,0.66,50000.0,0.0,coalescencia,11.84,0.0,0.0,0.0
Cr_3d_altura_c005_s002_ed0.03_te50000._ep 2.0.dat,Cr,4.376641470351438,5.982608126895828,0.5859789903145685,-0.9685552763391292,4.0788,17.0,0.0,10,0.004,54.279999999999994,0.03,50000.0,0.0,coalescencia,10.639999999999999,0.0,0.0,0.0
Cr_3d_altura_c008_s004_ed0.08_te50000._ep 2.0.dat,Cr,8.342492059330953,14.16135586728898,-0.016341770047516725,-1.2138192326537958,11.4432,30.0,0.0,1,0.0004,77.24,0.08,50000.0,0.0,crecimiento,55.84,16.08,0.0,0.0
Fe_3d_altura_c002_s005_ed0.53_te50000._ep 2.0.dat,Fe,9.393677873974601,17.95699306676928,-0.3357347643087603,-1.0858039665824115,15.304,30.0,0.0,1,0.0004,83.84,0.53,50000.0,0.0,crecimiento,69.64,35.24,0.0,0.0
Cr_3d_altura_c006_s001_ed0.06_te50000._ep 2.0.dat,Cr,2.674437780169881,3.14331035693264,1.4357193148430178,1.051001234377269,1.6516,12.0,0.0,106,0.0424,31.840000000000003,0.06,50000.0,0.0,coalescencia,0.5599999999999999,0.0,0.0,0.0
Fe_3d_altura_c010_s004_ed0.94_te50000._ep 2.0.dat,Fe,8.474127815887604,14.493170805589783,-0.05824505738102289,-1.2377693054234056,11.7576,30.0,0.0,1,0.0004,77.24,0.94,50000.0,0.0,crecimiento,57.120000000000005,17.88,0.0,0.0
Fe_3d_altura_c007_s006_ed0.55_te50000._ep 2.0.dat,Fe,9.514992388856651,18.595859754257127,-0.4123304488116966,-1.0769608715625492,15.9772,30.0,0.0,1,0.0004,84.92,0.55,50000.0,0.0,crecimiento,71.28,39.839999999999996,0.0,0.0
Fe_3d_altura_c001_s001_ed0.84_te50000._ep 2.0.dat,Fe,2.5942413457502367,3.078376195334157,1.3230356820344062,0.6572598155577922,1.6572,12.0,0.0,95,0.038,32.96,0.84,50000.0,0.0,coalescencia,0.32,0.0,0.0,0.0
Fe_3d_altura_c001_s003_ed0.84_te50000._ep 2.0.dat,Fe,6.358573160702013,9.783639404638746,0.25903951665414704,-1.1451085797712763,7.4356,26.0,0.0,1,0.0004,68.96,0.84,50000.0,0.0,crecimiento,35.68,1.0,0.0,0.0
Cr_3d_altura_c007_s006_ed0.24_te50000._ep 2.0.dat,Cr,9.668502088741564,18.298491741124458,-0.33387337319778754,-1.162335859746872,15.5356,30.0,0.0,1,0.0004,83.56,0.24,50000.0,0.0,crecimiento,68.8,38.519999999999996,0.0,0.0
Cr_3d_altura_c009_s003_ed0.25_te50000._ep 2.0.dat,Cr,6.529539328314058,9.772082684873272,0.39472513739261,-0.871036137566072,7.2704,30.0,0.0,3,0.0012,66.47999999999999,0.25,50000.0,0.0,crecimiento,34.839999999999996,1.8399999999999999,0.0,0.0
Cr_3d_altura_c005_s005_ed0.03_te50000._ep 2.0.dat,Cr,9.260573209040572,17.59669287110507,-0.3116754058942591,-1.1156463233799891,14.9628,30.0,0.0,1,0.0004,83.8,0.03,50000.0,0.0,crecimiento,68.60000000000001,34.44,0.0,0.0
Fe_3d_altura_c005_s004_ed0.90_te50000._ep 2.0.dat,Fe,8.214855655457374,14.069001386025947,-0.01609414998725496,-1.1720056879044765,11.4216,30.0,0.0,1,0.0004,77.92,0.9,50000.0,0.0,crecimiento,55.96,15.2,0.0,0.0
Fe_3d_altura_c008_s004_ed0.51_te50000._ep 2.0.dat,Fe,8.472225445536727,14.515109369205593,-0.038401240703558395,-1.1978176687579427,11.786,30.0,0.0,1,0.0004,77.96,0.51,50000.0,0.0,crecimiento,57.68,17.44,0.0,0.0
Fe_3d_altura_c009_s002_ed0.55_te50000._ep 2.0.dat,Fe,4.608763895015669,6.285793505994291,0.643119920452305,-0.7809436976282509,4.2744,19.0,0.0,6,0.0024,54.72,0.55,50000.0,0.0,coalescencia,12.6,0.0,0.0,0.0
Fe_3d_altura_c006_s005_ed0.66_te50000._ep 2.0.dat,Fe,9.440072025148961,17.97824240575257,-0.34561871422506535,-1.1435554778437862,15.3004,30.0,0.0,1,0.0004,83.8,0.66,50000.0,0.0,crecimiento,69.16,37.2,0.0,0.0
Cr_3d_altura_c002_s004_ed0.10_te50000._ep 2.0.dat,Cr,8.390789950892586,14.285839142311522,-0.005478626558099277,-1.1889391991295437,11.562,30.0,0.0,1,0.0004,77.72,0.1,50000.0,0.0,crecimiento,56.48,16.919999999999998,0.0,0.0
Fe_3d_altura_c002_s006_ed0.53_te50000._ep 2.0.dat,Fe,9.393677873974601,17.95699306676928,-0.3357347643087603,-1.0858039665824115,15.304,30.0,0.0,1,0.0004,83.84,0.53,50000.0,0.0,crecimiento,69.64,35.24,0.0,0.0
Cr_3d_altura_c007_s001_ed0.24_te50000._ep 2.0.dat,Cr,2.664648689790082,3.153030288468539,1.3848734614478444,0.9744676819969498,1.6856,14.0,0.0,90,0.036,32.800000000000004,0.24,50000.0,0.0,coalescencia,0.5599999999999999,0.0,0.0,0.0
Cr_3d_altura_c005_s001_ed0.03_te50000._ep 2.0.dat,Cr,2.5374215574082286,3.0035978425881185,1.2871564128313415,0.40389029006401866,1.6072,11.0,0.0,106,0.0424,32.12,0.03,50000.0,0.0,coalescencia,0.04,0.0,0.0,0.0
Fe_3d_altura_c010_s005_ed0.94_te50000._ep 2.0.dat,Fe,9.68144196697992,18.446083595170006,-0.3916724498718181,-1.1527603652443406,15.7012,30.0,0.0,1,0.0004,83.16,0.94,50000.0,0.0,crecimiento,69.28,39.839999999999996,0.0,0.0
Cr_3d_altura_c007_s004_ed0.24_te50000._ep 2.0.dat,Cr,8.419189851761272,14.346874224025246,-0.010542176818243426,-1.204353904843286,11.6168,30.0,0.0,1,0.0004,77.8,0.24,50000.0,0.0,crecimiento,55.92,16.919999999999998,0.0,0.0
Cr_3d_altura_c010_s004_ed0.21_te50000._ep 2.0.dat,Cr,8.251230172525792,14.153246977284047,-0.010605825706795993,-1.1605695363643882,11.4992,30.0,0.0,2,0.0008,78.16,0.21,50000.0,0.0,crecimiento,55.92,15.879999999999999,0.0,0.0
Fe_3d_altura_c001_s002_ed0.84_te50000._ep 2.0.dat,Fe,4.545126110461623,6.167690005180221,0.6465149221807807,-0.8491212490512265,4.1692,17.0,0.0,6,0.0024,54.120000000000005,0.84,50000.0,0.0,coalescencia,11.72,0.0,0.0,0.0
Fe_3d_altura_c010_s003_ed0.94_te50000._ep 2.0.dat,Fe,6.70116288415675,10.280233460384059,0.2383211304844544,-1.201648429355003,7.796,24.0,0.0,1,0.0004,68.2,0.94,50000.0,0.0,crecimiento,38.279999999999994,2.08,0.0,0.0
Cr_3d_altura_c009_s002_ed0.25_te50000._ep 2.0.dat,Cr,4.555550021676856,6.157044745655175,0.6786432172066967,-0.7076259224639947,4.142,20.0,0.0,6,0.0024,53.44,0.25,50000.0,0.0,coalescencia,11.52,0.0,0.0,0.0
